date,CU,AL,ZN,NI,TA,RU,V,RB,I,J,JM
2023-01-03,0.08338973346753682,0.09702699344225513,0.05996711423041104,0.06498064365786901,0.062460201787683446,0.10883538462762572,0.17412035445732543,0.07598228925070435,0.12709947759610032,0.0866902140661335,0.05944759341635503
2023-01-04,0.08680466231693486,0.09706129694588098,0.06033673755278771,0.06454381908149964,0.06194785242208471,0.10809486786871284,0.1744355858533611,0.07533509872025052,0.12588584916821455,0.08641358956378464,0.05914064050648833
2023-01-05,0.08628255337933599,0.09282379959345512,0.059700147614116225,0.06386039158120106,0.06129178677707944,0.10355039036143636,0.18713406846367397,0.07443317019734678,0.12446874928733788,0.08726548909446337,0.059189453650553746
2023-01-06,0.08552921389730211,0.09229993716505575,0.0595566407374966,0.06365890503729019,0.061068471570640756,0.1032688938122033,0.18677924503256085,0.07814812446437015,0.1237724147627186,0.08739657992332911,0.058521573597032576
2023-01-09,0.0829182233515513,0.09342210058873261,0.05608862201265551,0.05987741172234732,0.05846124777497449,0.09722808749044423,0.21194674111521009,0.07896958739513503,0.11918354064681654,0.08571580224782348,0.05618863565430938
2023-01-10,0.08381849350175007,0.09904775041208892,0.058550311863875944,0.058605179487254584,0.05882447089144148,0.09658526823598548,0.21019751247817525,0.0768447922277835,0.11836015230316667,0.08409787196003873,0.05506819663843942
2023-01-11,0.0822614875023657,0.09703802573079429,0.06012670544685384,0.058008909053763325,0.05823872900350585,0.09587040895118508,0.20802709913540104,0.07787137104283735,0.12081595550999712,0.0868978453018991,0.05484346332139723
2023-01-12,0.08168502896387347,0.09372347716440187,0.0581672039849388,0.056672869698682536,0.056355028746420774,0.09290330591461488,0.21469641635892606,0.08927715215022507,0.1173575187636648,0.08526720634970768,0.05389479190454421
2023-01-13,0.08236068642567602,0.0932456385010849,0.05555775432339567,0.051064145258701676,0.05080584607105017,0.08324775250005728,0.27428839374982783,0.08023974474388057,0.10475276200086245,0.07683027311588889,0.04760700330957473
2023-01-16,0.08214162054077169,0.09471339193279896,0.056047997540903366,0.050973917380828807,0.0507373009407459,0.08312544726641313,0.2739495455220833,0.08000305179772127,0.10416067365933325,0.07674081723552467,0.04740623618287571
2023-01-17,0.0821518817857237,0.09438282392044883,0.0574842073375012,0.05099164928528642,0.05075590916326348,0.08312528718803339,0.2729293287508661,0.08002756573215529,0.10411666978545371,0.07676476539819077,0.04726991165307701
2023-01-18,0.08260060648523242,0.09529892626211968,0.0591170346503861,0.05125144363837681,0.05102747902024662,0.08367219036653628,0.2744145988345279,0.07917991705877891,0.09873186077474334,0.07721708490158262,0.04748885800746919
2023-01-19,0.08294403022027534,0.09566439426411273,0.05946049946403089,0.05146310763845122,0.05122477117876428,0.08125992877261924,0.274998828926085,0.07863333621273273,0.0991399085459405,0.07754165794198799,0.0476695368350001
2023-01-20,0.08224426077906521,0.09288798558545901,0.06015736238283529,0.05187182881191709,0.05150673176253718,0.08332075837134666,0.2728871249727512,0.0790979228784971,0.09995921507110643,0.0781721009994836,0.04789470838500128
2023-01-30,0.08176064297482631,0.09401743360000893,0.06176670700369501,0.05188685521821767,0.05170754200917165,0.08273213613202304,0.2707461156709284,0.07900757612091741,0.1001450186150581,0.07827474063432485,0.04795523202082854
2023-01-31,0.08288594381300977,0.0906099789999875,0.06310750551919338,0.05294251646459029,0.05243897212298609,0.08070270668729362,0.27144480310876284,0.07988073670247417,0.09799432911734071,0.07943667210454368,0.04855583535981792
2023-02-01,0.08315274497649573,0.0971591128783814,0.06918786751281081,0.052871328926710676,0.05280158044268192,0.07912595150132311,0.2585117343290389,0.0803055551837196,0.09838945232122448,0.07999726741506502,0.0484974045125483
2023-02-02,0.08472319749485503,0.09908715190562714,0.0730271200959613,0.05386313387282177,0.05383668779248588,0.08020695765008962,0.24413484941203367,0.0805640619619183,0.09971095705514196,0.08157342905396106,0.049272453705104406
2023-02-03,0.08443389365165381,0.10490769036443459,0.07289653772923109,0.053337795653506624,0.05368178781853315,0.07992838559378732,0.24184363407966203,0.07949159434736143,0.09929027306210185,0.08128436621933142,0.048904041480396766
2023-02-06,0.08661177736677185,0.10790877628389403,0.07471787607209003,0.05331863868228503,0.05498432875515296,0.0784546288858182,0.22885200038059458,0.08101367786190065,0.10048740611548503,0.0834554563606617,0.05019543323534603
2023-02-07,0.08652707800661337,0.1082376486298628,0.07580785888730601,0.05322043888750493,0.05491053412330171,0.07831963394860186,0.22821590461715585,0.08091229120949721,0.10037859622695408,0.08333983014278011,0.05013018532042196
2023-02-08,0.08662988776498733,0.10783955339829752,0.07548380808120424,0.050597880384489716,0.055130191264307286,0.0803448521570825,0.2281705800491278,0.0814599048466157,0.10055296941908592,0.08375516052406091,0.05003521211074092
